No.	Product ID	Product Name	Stock Status	Current MRP	Current Cyclify Price	Current Saving	Check / Issue	Corrected MRP	Corrected Cyclify Price	Correction Notes	Product URL	Source
144	10785797079233	iGPSPORT CAD70 Cadence Sensor	In Stock	2215	1799	416	OK				https://cyclify.in/products/igpsport-cad70-cadence-sensor-10785797079233.html	cycletime
145	10785800454337	iGPSPORT SPD70 Speed Sensor	In Stock	2215	1799	416	OK				https://cyclify.in/products/igpsport-spd70-speed-sensor-10785800454337.html	cycletime
146	10785802158273	iGPSPORT M80 Out-Front Bike Mount	In Stock	840	720	120	OK				https://cyclify.in/products/igpsport-m80-out-front-bike-mount-10785802158273.html	cycletime
147	10785804583105	iGPSPORT HR50 Heart Rate Monitor	In Stock	4212	3305	907	OK				https://cyclify.in/products/igpsport-hr50-heart-rate-monitor-10785804583105.html	cycletime
148	10785808318657	iGPSPORT HR70 Heart Rate Monitor	Out of Stock	5998	4999	999	Out of stock				https://cyclify.in/products/igpsport-hr70-heart-rate-monitor-10785808318657.html	cycletime
149	10785814773953	iGPSPORT TL30 Smart Tailight	In Stock	3480	2900	580	OK				https://cyclify.in/products/igpsport-tl30-smart-tailight-10785814773953.html	cycletime
150	10785816543425	iGPSPORT M83 Bike Handlebar Mount	In Stock	1800	1499	301	OK				https://cyclify.in/products/igpsport-m83-bike-handlebar-mount-10785816543425.html	cycletime
151	10786250391745	iGPSPORT LW10 Smart Watch	Out of Stock	10308	8590	1718	Out of stock				https://cyclify.in/products/igpsport-lw10-smart-watch-10786250391745.html	cycletime
152	10786266185921	iGPSPORT VS500 Smart Light	Out of Stock	4080	3395	685	Out of stock				https://cyclify.in/products/igpsport-vs500-smart-light-10786266185921.html	cycletime
153	10786279358657	IGPSPORTS VS1200 Smart Front Bike Light	Out of Stock	7800	5849	1951	Out of stock				https://cyclify.in/products/igpsports-vs1200-smart-front-bike-light-10786279358657.html	cycletime
154	10786293219521	iGPSPORT VS800 Smart Light	Out of Stock	6125	4409	1716	Out of stock				https://cyclify.in/products/igpsport-vs800-smart-light-10786293219521.html	cycletime
155	10786311045313	iGPSPORT Smart Light VS1800	Out of Stock	9588	6990	2598	Out of stock				https://cyclify.in/products/igpsport-smart-light-vs1800-10786311045313.html	cycletime
156	10786319859905	iGPSPORT M82S Integrated Out-front Bike Mount	In Stock	2278	1899	379	OK				https://cyclify.in/products/igpsport-m82s-integrated-out-front-bike-mount-10786319859905.html	cycletime
157	10786323988673	ELVES Falath EXP Carbon Disc Frameset	In Stock	151000	151000	0	Price equals MRP				https://cyclify.in/products/elves-falath-exp-carbon-disc-frameset-10786323988673.html	cycletime
158	10786329690305	TOWILD DLite1800 Bike Light	Out of Stock	7438	6199	1239	Out of stock				https://cyclify.in/products/towild-dlite1800-bike-light-10786329690305.html	cycletime
159	10786336702657	TOWILD CL600 Bike Light	In Stock	3838	3199	639	OK				https://cyclify.in/products/towild-cl600-bike-light-10786336702657.html	cycletime
160	10786869477569	TOWILD CL1600 Bike Light	In Stock	7800	6499	1301	OK				https://cyclify.in/products/towild-cl1600-bike-light-10786869477569.html	cycletime
161	10786873606337	TOWILD BR800S Bike Light	In Stock	4318	3599	719	OK				https://cyclify.in/products/towild-br800s-bike-light-10786873606337.html	cycletime
162	10786879635649	TOWILD TL05 Bike Tail Light	Out of Stock	2146	1789	357	Out of stock				https://cyclify.in/products/towild-tl05-bike-tail-light-10786879635649.html	cycletime
163	10786884649153	TOWILD TL03 Bike Tail Light	Out of Stock	1906	1589	317	Out of stock				https://cyclify.in/products/towild-tl03-bike-tail-light-10786884649153.html	cycletime
164	10786887827649	ELVES Falath EVO+ Carbon Disc Frameset	In Stock	125000	139000	-14000	Cyclify price above MRP				https://cyclify.in/products/elves-falath-evo-carbon-disc-frameset-10786887827649.html	cycletime
165	10786888155329	TOWILD AS90 Out Front Bike Mount Bicycle Edge Compatible	Out of Stock	1498	1249	249	Out of stock				https://cyclify.in/products/towild-as90-out-front-bike-mount-bicycle-edge-compatible-10786888155329.html	cycletime
166	10786894708929	TOWILD AS80 Bike Computer Mount	Out of Stock	1498	1249	249	Out of stock				https://cyclify.in/products/towild-as80-bike-computer-mount-10786894708929.html	cycletime
167	10786902507713	TOWILD AS70 Bike Computer Mount	Out of Stock	1498	1249	249	Out of stock				https://cyclify.in/products/towild-as70-bike-computer-mount-10786902507713.html	cycletime
168	10786921382081	TOWILD Bike Light Wireless Remote Control	Out of Stock	1138	949	189	Out of stock				https://cyclify.in/products/towild-bike-light-wireless-remote-control-10786921382081.html	cycletime
169	10786924363969	TOWILD CL1000 Bike Light	Out of Stock	4198	3499	699	Out of stock				https://cyclify.in/products/towild-cl1000-bike-light-10786924363969.html	cycletime
170	10786928459969	TOWILD CL1200 Bike Light	Out of Stock	4678	3899	779	Out of stock				https://cyclify.in/products/towild-cl1200-bike-light-10786928459969.html	cycletime
171	10786942255297	Elsier Road Cycling Cleats	In Stock	838	699	139	OK				https://cyclify.in/products/elsier-road-cycling-cleats-10786942255297.html	cycletime
172	10786952839361	Elsier Road Cycling Cleat Pedals	In Stock	5199	4100	1099	OK				https://cyclify.in/products/elsier-road-cycling-cleat-pedals-10786952839361.html	cycletime
173	10792111866049	Elsier Track Cycling Cog 12T	In Stock	2800	2400	400	OK				https://cyclify.in/products/elsier-track-cycling-cog-12t-10792111866049.html	cycletime
174	10795496374465	OROME VALAR SK40D Road Disc Wheelset - ALL CARBON SIX SPOKE SUPER-LIGHT WHEELSET	Out of Stock	125000	109900	15100	Out of stock				https://cyclify.in/products/orome-valar-sk40d-road-disc-wheelset-all-carbon-six-spoke-super-light-whee-10795496374465.html	cycletime
175	10798054637761	Elsier Super Wear -Resistant Chain	In Stock	900	900	0	Price equals MRP				https://cyclify.in/products/elsier-super-wear-resistant-chain-10798054637761.html	cycletime
176	10798059618497	Elsier Alloy Road 110BCD Chainrings 12 Speed	In Stock	1990	1990	0	Price equals MRP				https://cyclify.in/products/elsier-alloy-road-110bcd-chainrings-12-speed-10798059618497.html	cycletime
177	10798063452353	Elsier Alloy Versatile(Rim Brake & Disc Brake) Clincher	In Stock	19900	19900	0	Price equals MRP				https://cyclify.in/products/elsier-alloy-versatile-rim-brake-and-disc-brake-clincher-10798063452353.html	cycletime
178	10798068105409	Elsier Carbon Road 110BCD Chainring 12-Speed	In Stock	13900	13900	0	Price equals MRP				https://cyclify.in/products/elsier-carbon-road-110bcd-chainring-12-speed-10798068105409.html	cycletime
179	10798083244225	Elsier 60mm Valve Extender	In Stock	999	600	399	OK				https://cyclify.in/products/elsier-60mm-valve-extender-10798083244225.html	cycletime
180	10798094155969	Elsier Bike Computer Mount	Out of Stock	1500	990	510	Out of stock				https://cyclify.in/products/elsier-bike-computer-mount-10798094155969.html	cycletime
181	10798139900097	Elsier Chainring 144 BCD Track Bike Fixie Aero Fixed	In Stock	4500	4500	0	Price equals MRP				https://cyclify.in/products/elsier-chainring-144-bcd-track-bike-fixie-aero-fixed-10798139900097.html	cycletime
182	10798154154177	Elsier Road Bicycle Cassette -11Speed	In Stock	2800	2800	0	Price equals MRP				https://cyclify.in/products/elsier-road-bicycle-cassette-11speed-10798154154177.html	cycletime
183	10798170865857	Elsier Road Bicycle Cassette-Silver-12Speed 11-30T	Out of Stock	4680	3900	780	Out of stock				https://cyclify.in/products/elsier-road-bicycle-cassette-silver-12speed-11-30t-10798170865857.html	cycletime
184	10798187806913	Elsier Ceramic Jockey Wheels Set	In Stock	1500	1500	0	Price equals MRP				https://cyclify.in/products/elsier-ceramic-jockey-wheels-set-10798187806913.html	cycletime
185	10798697873601	Elsier Handle Stem	In Stock	1500	1500	0	Price equals MRP				https://cyclify.in/products/elsier-handle-stem-10798697873601.html	cycletime
186	10798698823873	Elsier Alloy Aero Road Bicycle Handle Bar	In Stock	2280	1900	380	OK				https://cyclify.in/products/elsier-alloy-aero-road-bicycle-handle-bar-10798698823873.html	cycletime
187	10798701510849	Continental Ultra Sport III Folding Tire	Out of Stock	2700	2700	0	Price equals MRP; Out of stock				https://cyclify.in/products/continental-ultra-sport-iii-folding-tire-10798701510849.html	cycletime
188	10800344006849	Bike Seat Post Clamp	In Stock	749	610	139	OK				https://cyclify.in/products/bike-seat-post-clamp-10800344006849.html	cycletime
189	10800362946753	FMFXTR Bike Front Derailleur Clip Ring Seat Post	In Stock	709	590	119	OK				https://cyclify.in/products/fmfxtr-bike-front-derailleur-clip-ring-seat-post-10800362946753.html	cycletime
190	10800365600961	FMFXTR EVA PU Handlebar Tape	Out of Stock	1199	999	200	Out of stock				https://cyclify.in/products/fmfxtr-eva-pu-handlebar-tape-10800365600961.html	cycletime
191	10800437985473	M9 & M10 Track Bicycle Wheel Nuts	In Stock	305	252	53	OK				https://cyclify.in/products/m9-and-m10-track-bicycle-wheel-nuts-10800437985473.html	cycletime
192	10800479305921	FMFXTR PU EVA Leather Handlebar Tape Bicycle	In Stock	1499	1250	249	OK				https://cyclify.in/products/fmfxtr-pu-eva-leather-handlebar-tape-bicycle-10800479305921.html	cycletime
193	10800779460801	IZUMI Bicycle Chain Track Silver	Out of Stock	2998	2499	499	Out of stock				https://cyclify.in/products/izumi-bicycle-chain-track-silver-10800779460801.html	cycletime
194	10800784474305	Aerodoc Track Cog	In Stock	2158	1798	360	OK				https://cyclify.in/products/aerodoc-track-cog-10800784474305.html	cycletime
195	10805779923137	Elsier Bicycle Roller	Out of Stock	14299	11900	2399	Out of stock				https://cyclify.in/products/elsier-bicycle-roller-10805779923137.html	cycletime
196	10805815836865	Elsier Bike Aero Seatpost Bag Hard Shell Bike Seatpost Torpedo Saddle Bag Large Capacity Cycling Storage Bag Cycling Accessories	In Stock	1990	1299	691	OK				https://cyclify.in/products/elsier-bike-aero-seatpost-bag-hard-shell-bike-seatpost-torpedo-saddle-bag--10805815836865.html	cycletime
197	10809960857793	iGPSPORT BSC 100S Computer Protective Case	In Stock	999	700	299	OK				https://cyclify.in/products/igpsport-bsc-100s-computer-protective-case-10809960857793.html	cycletime
198	10813004054721	Bicycle Roller Belt	In Stock	839	700	139	OK				https://cyclify.in/products/bicycle-roller-belt-10813004054721.html	cycletime
199	10813010968769	Bicycle Pedal Wrench Double Sided	In Stock	1399	499	900	OK				https://cyclify.in/products/bicycle-pedal-wrench-double-sided-10813010968769.html	cycletime
200	10813021126849	Bicycle Cable Cutter	In Stock	1599	799	800	OK				https://cyclify.in/products/bicycle-cable-cutter-10813021126849.html	cycletime
201	10823281967297	iGPSPORT SR mini Smart Radar Taillight	In Stock	9480	7900	1580	OK				https://cyclify.in/products/igpsport-sr-mini-smart-radar-taillight-10823281967297.html	cycletime
202	10847070814401	ELSIER Carbon Bottle Cages	In Stock	1499	1499	0	Price equals MRP				https://cyclify.in/products/elsier-carbon-bottle-cages-10847070814401.html	cycletime
203	10848166281409	iGPSPORT ET6 Smart Emoji Taillight	In Stock	4900	3555	1345	OK				https://cyclify.in/products/igpsport-et6-smart-emoji-taillight-10848166281409.html	cycletime
204	10857343254721	Shimano Compatible Cleats Cover	In Stock	999	799	200	OK				https://cyclify.in/products/shimano-compatible-cleats-cover-10857343254721.html	cycletime
205	10857355477185	Bicycle Pedal Foot Strap – Adjustable Pedal Straps	In Stock	2363	599	1764	OK				https://cyclify.in/products/bicycle-pedal-foot-strap-adjustable-pedal-straps-10857355477185.html	cycletime
206	10859329388737	Cycling Onepiece	Out of Stock	2800	2800	0	Price equals MRP; Out of stock				https://cyclify.in/products/cycling-onepiece-10859329388737.html	cycletime
207	10859404132545	Cycling Skinsuit	Out of Stock	3499	2800	699	Out of stock				https://cyclify.in/products/cycling-skinsuit-10859404132545.html	cycletime
208	10860835045569	Visma Skinsuit One Piece Triathlon	Out of Stock	4290	2800	1490	Out of stock				https://cyclify.in/products/visma-skinsuit-one-piece-triathlon-10860835045569.html	cycletime
209	10860841631937	Aerodoc Mineral Green Cycling Skinsuit	Out of Stock	4000	3500	500	Out of stock				https://cyclify.in/products/aerodoc-mineral-green-cycling-skinsuit-10860841631937.html	cycletime
210	10860852248769	Aerodoc Grayish Men Cycling Skinsuit	Out of Stock	3499	2800	699	Out of stock				https://cyclify.in/products/aerodoc-grayish-men-cycling-skinsuit-10860852248769.html	cycletime
211	10862389002433	iGPSPORT BSC 200S/300T Bike Computer Protective Case	In Stock	699	699	0	Price equals MRP				https://cyclify.in/products/igpsport-bsc-200s-300t-bike-computer-protective-case-10862389002433.html	cycletime
212	10863595290817	ELVES AULE CT Ti Pedals	Out of Stock	8999	6999	2000	Out of stock				https://cyclify.in/products/elves-aule-ct-ti-pedals-10863595290817.html	cycletime
213	10863612854465	OsmaR Magnetic Quick-Release Water Bottle 750ml	In Stock	3999	3300	699	OK				https://cyclify.in/products/osmar-magnetic-quick-release-water-bottle-750ml-10863612854465.html	cycletime
214	10864055976129	Shimano RS171 Aluminum Disc Brake Wheel - Shimano/Sram (Black)	In Stock	18930	17650	1280	OK				https://cyclify.in/products/shimano-rs171-aluminum-disc-brake-wheel-shimano-sram-black-10864055976129.html	cycletime
215	10864481992897	Elsier AeroFlow Performance Saddle	Out of Stock	2740	2199	541	Out of stock				https://cyclify.in/products/elsier-aeroflow-performance-saddle-10864481992897.html	cycletime
216	10864538517697	Elsier Comfort Pro Cut-Out Saddle	In Stock	3360	2799	561	OK				https://cyclify.in/products/elsier-comfort-pro-cut-out-saddle-10864538517697.html	cycletime
217	10867426820289	Continental Grand Prix 28" Folding Tire	Out of Stock	3480	2900	580	Out of stock				https://cyclify.in/products/continental-grand-prix-28-folding-tire-10867426820289.html	cycletime
218	10870271148225	Elsier Pedal Extender	In Stock	999	799	200	OK				https://cyclify.in/products/elsier-pedal-extender-10870271148225.html	cycletime
219	10872308728001	ELVES Replacement Gear Mech Hanger	In Stock	3240	2900	340	OK				https://cyclify.in/products/elves-replacement-gear-mech-hanger-10872308728001.html	cycletime
220	10878277386433	iGPSPORT M30 Saddle Mount for Bicycle Lights	Out of Stock	1249	990	259	Out of stock				https://cyclify.in/products/igpsport-m30-saddle-mount-for-bicycle-lights-10878277386433.html	cycletime
221	10881842741441	Aerodoc Road Bicycle Chainring – 110 BCD, 5-Bolt 52T	Out of Stock	4599	3800	799	Out of stock				https://cyclify.in/products/aerodoc-road-bicycle-chainring-110-bcd-5-bolt-52t-10881842741441.html	cycletime
222	10882435383489	ELVES OROME AeroEVO One Piece Carbon Handlebar	In Stock	23760	18999	4761	OK				https://cyclify.in/products/elves-orome-aeroevo-one-piece-carbon-handlebar-10882435383489.html	cycletime
223	10882444034241	UNO 17° Bicycle Stem – Lightweight, Strong & Performance-Focused	In Stock	1999	1499	500	OK				https://cyclify.in/products/uno-17-bicycle-stem-lightweight-strong-and-amp-performance-focused-10882444034241.html	cycletime
224	10882459861185	FMFXTR Bicycle Stem Lightweight Design Made Of High-strength Aluminum Alloy ±7° Adjustment Stem	In Stock	1999	1499	500	OK				https://cyclify.in/products/fmfxtr-bicycle-stem-lightweight-design-made-of-high-strength-aluminum-allo-10882459861185.html	cycletime
225	10883181445313	IGPSPORT S81 Mount	In Stock	1188	990	198	OK				https://cyclify.in/products/igpsport-s81-mount-10883181445313.html	cycletime
226	10886702203073	Elsier Carbon Saddle	In Stock	5998	4999	999	OK				https://cyclify.in/products/elsier-carbon-saddle-10886702203073.html	cycletime
227	10895152414913	Aerodoc Lightweight 3D Honeycomb Bicycle Saddle	In Stock	9480	5900	3580	OK				https://cyclify.in/products/aerodoc-lightweight-3d-honeycomb-bicycle-saddle-10895152414913.html	cycletime
228	10896193552577	ELSIER 11-Speed Cassette & Chain Combo	Out of Stock	5399	4499	900	Out of stock				https://cyclify.in/products/elsier-11-speed-cassette-and-chain-combo-10896193552577.html	cycletime
229	10897911021761	ELSIER Road Bike Chainring – 130 BCD | 8-11-Speed Compatible	In Stock	4200	1700	2500	OK				https://cyclify.in/products/elsier-road-bike-chainring-130-bcd-8-11-speed-compatible-10897911021761.html	cycletime
230	10907584168129	iGPSPORT Silicone Case For BSC 100Max Computer	In Stock	840	700	140	OK				https://cyclify.in/products/igpsport-silicone-case-for-bsc-100max-computer-10907584168129.html	cycletime
231	10909612900545	OROME VALAR BH56D Disc Brake Wheelset	In Stock	76000	76000	0	Price equals MRP				https://cyclify.in/products/orome-valar-bh56d-disc-brake-wheelset-10909612900545.html	cycletime
232	10917606162625	Ultra-Light Carbon Fiber Road Bike Saddle –Performance Cycling Seat with Center Relief Cutout	In Stock	13999	9999	4000	OK				https://cyclify.in/products/ultra-light-carbon-fiber-road-bike-saddle-performance-cycling-seat-with-ce-10917606162625.html	cycletime
233	10918629605569	Continental ULTRA SPORT III Tire 700X25C OEM (Without Box)	Out of Stock	5400	2400	3000	Out of stock				https://cyclify.in/products/continental-ultra-sport-iii-tire-700x25c-oem-without-box-10918629605569.html	cycletime
234	10920749007041	UNO+7° Bicycle Stem – Lightweight, Strong & amp; Performance-Focused 140mm And 150mm	In Stock	4400	3700	700	OK				https://cyclify.in/products/uno-7-bicycle-stem-lightweight-strong-and-amp-performance-focused-140mm-an-10920749007041.html	cycletime
235	10921258451137	ENLEE Anti-Rust Mountain Road Bicycle Chain 8/10/11/ Speed Silver/Gold MTB Cycle And Road Cycle Chains	In Stock	2860	849	2011	OK				https://cyclify.in/products/enlee-anti-rust-mountain-road-bicycle-chain-8-10-11-speed-silver-gold-mtb--10921258451137.html	cycletime
236	10926986035393	Ralson Eco Racer Lite Folding Tubeless Ready Training Tyre	In Stock	2880	2400	480	OK				https://cyclify.in/products/ralson-eco-racer-lite-folding-tubeless-ready-training-tyre-10926986035393.html	cycletime
237	10950741065921	SUNSHINE Road Bike HG Cassette 12 Speed 11-30T	Out of Stock	4199	3500	699	Out of stock				https://cyclify.in/products/sunshine-road-bike-hg-cassette-12-speed-11-30t-10950741065921.html	cycletime
238	10960481321153	Elsier 700*25-32C Lightweight TPU Inner Tube	In Stock	849	849	0	Price equals MRP				https://cyclify.in/products/elsier-700-25-32c-lightweight-tpu-inner-tube-10960481321153.html	cycletime
239	10960483483841	Elsier 700*23-25C Road Bike Butyl Inner Tube	In Stock	499	499	0	Price equals MRP				https://cyclify.in/products/elsier-700-23-25c-road-bike-butyl-inner-tube-10960483483841.html	cycletime
240	10960483975361	Elsier 700*28-32C Road Bike Butyl Inner Tube	In Stock	499	499	0	Price equals MRP				https://cyclify.in/products/elsier-700-28-32c-road-bike-butyl-inner-tube-10960483975361.html	cycletime
241	10960488431809	Elsier 29*1.75-2.40 MTB / Hybrid Bike Butyl Inner Tube	In Stock	499	499	0	Price equals MRP				https://cyclify.in/products/elsier-29-1-75-2-40-mtb-hybrid-bike-butyl-inner-tube-10960488431809.html	cycletime
242	10961208606913	SUNSHINE Road Bike HG Cassette 11 Speed 11-25T	In Stock	3480	2900	580	OK				https://cyclify.in/products/sunshine-road-bike-hg-cassette-11-speed-11-25t-10961208606913.html	cycletime
243	10961740660929	Prologo Scratch M5 AGX 140mm Saddle	In Stock	14999	11999	3000	OK				https://cyclify.in/products/prologo-scratch-m5-agx-140mm-saddle-10961740660929.html	cycletime
244	10961758060737	Prologo Dimension Tri Saddle	In Stock	15999	14499	1500	OK				https://cyclify.in/products/prologo-dimension-tri-saddle-10961758060737.html	cycletime
245	10961786110145	Favero Assioma Duo-Shi Power Pedals (Shimano)	In Stock	51999	49500	2499	OK				https://cyclify.in/products/favero-assioma-duo-shi-power-pedals-shimano-10961786110145.html	cycletime
246	10975812288705	Magene Silicone Case For C406 Computer	In Stock	1500	999	501	OK				https://cyclify.in/products/magene-silicone-case-for-c406-computer-10975812288705.html	cycletime
247	10985019965633	iGPSPORT Bike Computer Tempered Film (BSC200S / 300T)	In Stock	249	249	0	Price equals MRP				https://cyclify.in/products/igpsport-bike-computer-tempered-film-bsc200s-300t-10985019965633.html	cycletime
248	10989703790785	Aerodoc Vortex Seamless Cycling Bib Shorts	In Stock	4600	4600	0	Price equals MRP				https://cyclify.in/products/aerodoc-vortex-seamless-cycling-bib-shorts-10989703790785.html	cycletime
249	10992186589377	Aerodoc EconoRide Cycling Gel Padded Bib Shorts Black	In Stock	1999	1590	409	OK				https://cyclify.in/products/aerodoc-econoride-cycling-gel-padded-bib-shorts-black-10992186589377.html	cycletime
250	10992757407937	Aerodoc EconoRide Cycling Gel Padded Non Bib Shorts	In Stock	1999	1250	749	OK				https://cyclify.in/products/aerodoc-econoride-cycling-gel-padded-non-bib-shorts-10992757407937.html	cycletime
251	10992819503297	Aerodoc Nitro Gel Padded Cycling Shorts - Black	In Stock	2690	2690	0	Price equals MRP				https://cyclify.in/products/aerodoc-nitro-gel-padded-cycling-shorts-black-10992819503297.html	cycletime
252	10992871637185	Aerodoc Nitro Gel Padded Cycling Shorts - Combat Stone	In Stock	2690	2690	0	Price equals MRP				https://cyclify.in/products/aerodoc-nitro-gel-padded-cycling-shorts-combat-stone-10992871637185.html	cycletime
253	10994532548801	Elite Turno Home Trainer	In Stock	34900	29900	5000	OK				https://cyclify.in/products/elite-turno-home-trainer-10994532548801.html	cycletime
254	10995626377409	Nitro Gel Padded Aerodoc Cycling Shorts - Teal Green	In Stock	2690	2690	0	Price equals MRP				https://cyclify.in/products/nitro-gel-padded-aerodoc-cycling-shorts-teal-green-10995626377409.html	cycletime
255	10995627851969	Aerodoc Professional cycling Gel Padded bib shorts	In Stock	2900	2900	0	Price equals MRP				https://cyclify.in/products/aerodoc-professional-cycling-gel-padded-bib-shorts-10995627851969.html	cycletime
256	10995644694721	Fusion Gel Padded Cycling Bib Shorts	In Stock	2500	2500	0	Price equals MRP				https://cyclify.in/products/fusion-gel-padded-cycling-bib-shorts-10995644694721.html	cycletime
257	11040886161601	iGPSPORT BSC500 Cyclocomputer	In Stock	19500	19500	0	Price equals MRP				https://cyclify.in/products/igpsport-bsc500-cyclocomputer-11040886161601.html	cycletime
